Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
Women's And Children's General Hospital,22.5883541,90.3721799,3.9,46,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJScFre0y_VTcRS_FefuJZItw,"M5P5+W6 Shibganj, Bangladesh",7MMGP9WC+6V
Women's And Children's General Hospital,23.0338332,90.3721799,3.9,46,"['hospital', 'health', 'point_of_interest', 'establishment']","House-48/6, Road-9/A, Satmasjid Road, Dhanmondi R/A, Dhaka",ChIJScFre0y_VTcRS_FefuJZItw,"M5P5+W7 Shibganj, Bangladesh",7MMGP9WC+6V
Prime Bank Eye Hospital,24.433036,90.3724817,4.2,32,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJc_X9d0u_VTcRmjWOOrtI2zw,"M5P5+W8 Shibganj, Bangladesh",7MMGP9VC+MX
Famous Diagnostic Center,23.1822843,90.372642,0,0,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJS7ZQ_qq_VTcRCueDbhD0PUg,"M5Q5+3Q Shibganj, Bangladesh",7MMGP98F+G3
Urban Primary Health Care Services,22.6929574,90.3728264,3,1,"['health', 'point_of_interest', 'establishment']",not found,ChIJjThAfy2_VTcRqGDxBl94Crg,"M5Q5+4F Shibganj, Bangladesh",7MMGP9GF+P4
"Dolfin Hospital & Infertility Centre (DHIC), Kamrangirchar",25.1925891,90.3729258,5,7,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJhcMk5Tu_VTcRnbs4LF-1roI,"M5Q5+79 Shibganj, Bangladesh",7MMGP99F+M5
Ibrahim General Hospital,24.1133795,90.3730332,4.6,11,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJhQdc9Ey_VTcRoKloc5n3DGc,"M5RM+F8 Barlekha, Bangladesh",7MMGP9WF+R6
DIPHAM Hospital,22.97055,90.37328,3.6,27,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJX-bUbFO_VTcROCotocMSn-A,"M5VM+FX Barlekha, Bangladesh",7MMGQ94F+58
Exim Bank Hospital,25.7925981,90.3734275,3.9,69,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJTxUKGs3AVTcRip0LpCzLOzU,"M5VM+MX Barlekha, Bangladesh",7MMGQ9WF+G9
Exim Bank Hospital,25.9534834,90.3734275,3.9,69,"['hospital', 'health', 'point_of_interest', 'establishment']","840, Begum Rokeya Avenue Sarani, Dhaka",ChIJTxUKGs3AVTcRip0LpCzLOzU,"M622+28 Jhalokati, Bangladesh",7MMGQ9WF+G9
