,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
361,Hizla Upazila Health Complex,22.909180600000003,90.50422540000001,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Hizla,ChIJtdKmpYsjVTcRBqpi0k3oCUc,not found,not found
363,health complex,23.198889899999998,90.4856622,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Shakhipur,ChIJPUFSpykFVTcRSNE_O9XAO4o,"5FXP+H7 Shakhipur, Bangladesh",7MMG5FXP+H7
364,Sreepur Upazilla Health Complex,24.199980899999996,90.47264820000001,3.7,35,"['hospital', 'health', 'point_of_interest', 'establishment']","Sreepur - Barmi Road, Gazipur District, Sreepur",ChIJXT3sIbd5VjcRZSV40cnHCB0,"5FXF+X3 Sreepur, Bangladesh",7MPG5FXF+X3
365,"Upazila Health Complex, Tongibari",23.5118103,90.467337,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",হাসপাতাল রোড,ChIJt0s-ZW2vVTcRK8iJcan7mXk,"GF68+PW Tongibari, Bangladesh",7MMGGF68+PW
366,Telihati Union health Complex,24.2324283,90.4667902,2,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Tangra Sreepur Gazipur, Tangra Sreepur-Tengra Road",ChIJJScbgPR5VjcR4KjYQ_-o9Ww,"6FJ8+XP Durlovepur, Bangladesh",7MPG6FJ8+XP
367,Bhedarganj Upazila Health Complex,23.197748800000003,90.4476433,4.1,17,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhedarganj,ChIJMezwKPkPVTcRcxQa2ZqWN8s,"5CXX+33 Bhedarganj, Bangladesh",7MMG5CXX+33
368,Damudya Upazila Health Complex,23.137591699999998,90.4429889,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Damudya Upazila,ChIJv9msk-gRVTcRisDpy-sdhyw,"4CQV+25 Damudya, Bangladesh",7MMG4CQV+25
369,Goshairhat Upozila Health Complex,23.070053100000003,90.4345661,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Gosairhat Bazar,ChIJZ6UzRGoXVTcRQjrJg15yYr0,"3CCM+2R Gosairhat Bazar, Bangladesh",7MMG3CCM+2R
371,Bhasanchar Health Complex,22.816149499999998,90.4340265,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Abdul Mannan Road,ChIJ005LPE47VTcRK52IwGBzl9U,"RC8M+FJ Biddanondopur, Bangladesh",7MJGRC8M+FJ
373,Upazila Health complex,23.0788789,90.4291605,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Gosairhat Upazila,ChIJGcY02DgXVTcRmFtCb_WCQsM,"3CHH+HM Gosairhat Bazar, Bangladesh",7MMG3CHH+HM
374,Naria Upazila Health Complex,23.308728,90.4285996,3.9,9,"['hospital', 'health', 'point_of_interest', 'establishment']",Mulfatgonj- Chandipur Rd,ChIJBRoyMsAIVTcR-dxe_Q_mrwg,"8C5H+FC Mulfatgonj, Bangladesh",7MMG8C5H+FC
375,Telihaty Health Complex,24.2624295,90.4247493,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Telihaty,Sreepur,Gazipur, R 313",ChIJk0UA1-lwVjcRZWz8Dzr83n4,"7C6F+XV Telihaty, Bangladesh",7MPG7C6F+XV
376,"Upazila Health Complex, Damudya, Shariatpur",23.1316824,90.4219444,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Damudya Upazila,ChIJ1-YeHTIRVTcR7hQrdoMy2vg,"4CJC+MQ Damudya, Bangladesh",7MMG4CJC+MQ
378,"Upazila Health Complex, Galachipa",22.1658202,90.42099549999999,4.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Galachipa,ChIJkxTRWILpqjARdtjmzSkKQXM,"5C8C+89 Galachipa, Bangladesh",7MJG5C8C+89
379,Tarakanda Upazila Health Complex,24.8707265,90.4194046,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Sherpur - Mymensingh Highway, Tarakanda",ChIJjagafUpNVjcRLCqgQ-n-l1o,"VCC9+7Q Tarakanda, Bangladesh",7MPGVCC9+7Q
381,Konessor Health Complex,23.149279500000002,90.41327340000001,3.7,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Damudya Upazila,ChIJp6nIX1MQVTcRo0ZZv4E-2ec,"4CX7+P8 Kewor Vanga, Bangladesh",7MMG4CX7+P8
382,Upzila health complex,23.2988021,90.4104601,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Naria Upazila,ChIJScGp1icJVTcRrMn5PXkh1LM,"7CX6+G5 Naria, Bangladesh",7MMG7CX6+G5
383,Baligaon Health Complex,23.495314999999998,90.410404,3.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Mawa - Munshiganj Highway, Baligaon",ChIJOQczgTSkVTcR2kS2aPz130M,"FCW6+45 Baligaon, Bangladesh",7MMGFCW6+45
384,Zahangir Health Complex (Pvt),24.7487063,90.4094241,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","82/A, Beside Charpara Circle, Purohit Para Road, Mymensingh",ChIJbYI3hQhPVjcRR3W7mJAOT8M,"PCX5+FQ Mymensingh, Bangladesh",7MPGPCX5+FQ
386,Muladi Upazila Health Complex,22.9122405,90.4081885,3.3,9,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Muladi",ChIJTzRKDnw8VTcRuNolJBBYLNs,"WC65+V7 Muladi, Bangladesh",7MJGWC65+V7
388,Kalma Health Complex,23.4525381,90.40669799999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","MNG10, Kalma",ChIJSycLSPOmVTcR7sOd4mhrDqE,"FC34+2M Kalma, Bangladesh",7MMGFC34+2M
389,L. Harun Health Complex,24.748677,90.406658,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhaka-Mymensingh Road, Near Girls Cadet College, Chamra Gudam, Mymensingh",ChIJRSipQg9PVjcR6XRGq6HKG_c,"PCX4+FM Mymensingh, Bangladesh",7MPGPCX4+FM
390,Tejgaon Thana Health Complex,23.764250399999998,90.40535990000001,4.7,6,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJh_4zdX3HVTcRguSx9sbCFjQ,"QC74+P4 Dhaka, Bangladesh",7MMGQC74+P4
392,"Gazipur Sadar Upazila Health complex, Gazipur",23.9926086,90.4017696,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Joydebpur Road, Gazipur",ChIJb2eRI0vbVTcRkpoZH3R0G5c,"XCV2+2P Gazipur, Bangladesh",7MMGXCV2+2P
393,BHATRA NAYAPARA HEALTH COMPLEX,25.0070616,90.39825440000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhatra NayaPara Culvert,ChIJo382gmaxVzcR7MYVlE9NJZo,"294X+R8 Kollatoli, Bangladesh",7MQG294X+R8
394,Upazila health complex,24.5763265,90.3946465,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Trishal Upazila,ChIJGQ7QFXpDVjcRh-xzB5XrNII,"H9GV+GV Trishal, Bangladesh",7MPGH9GV+GV
397,"UHC, SIRAJDIKHAN",23.5500028,90.3874112,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Malkhanagar - Kusumpur Road,ChIJQw2SA7mlVTcRwxfECP2GDJU,"H92P+2X Shialdi, Bangladesh",7MMGH92P+2X
398,"Upazila Health Complex, Sirajdhikhan.",23.549988,90.38722209999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","মালখানগর - কুসুমপুর রোড, Malamot Gram",ChIJu3-bTlelVTcRTkbgbgWDrXM,"G9XP+XV Shialdi, Bangladesh",7MMGG9XP+XV
399,Dumki Upazila Health Complex,22.4706533,90.3836524,4.5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Road,ChIJRW13sijPqjARlnSmGIvqNlw,"F9CM+7F Dumki, Bangladesh",7MJGF9CM+7F
401,Bhaluka Upazila Health Complex,24.407012100000003,90.3820453,4.1,37,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhaluka,ChIJm4i2YKJuVjcRipd9qVMTrl0,"C94J+RR Bhaluka, Bangladesh",7MPGC94J+RR
406,"Upazila Health Complex , Phulpur",24.947776100000002,90.3644227,4.4,11,"['hospital', 'health', 'point_of_interest', 'establishment']","R 371, ফূলপুর",ChIJ4edajIi0VzcRDf9heG8byfc,"W9X7+4Q Phulpur, Bangladesh",7MPGW9X7+4Q
407,Miarchar Gov't Health Complex,22.925027800000002,90.35333390000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","গৌরনদী উপজেলা, Miar Char",ChIJyb6E-F8_VTcRZyxC-VnEvKA,"W9G3+28 Muladi, Bangladesh",7MJGW9G3+28
410,"Upozila health complex ,Sadar Shariatpur,",23.2192878,90.3511897,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Palong Bazar - Nirala Road, Shariatpur",ChIJW90vJ7wNVTcRHTkWOeeV_Vo,"6992+PF Shariatpur, Bangladesh",7MMG6992+PF
412,Keraniganj Upazila Health Complex,23.7064049,90.34714759999999,3.8,48,"['hospital', 'health', 'point_of_interest', 'establishment']",Keraniganj,ChIJNSzl1-S-VTcRGe4qvZ1K9oQ,"P84W+HV Keraniganj, Bangladesh",7MMGP84W+HV
413,Bakerganj Upazila Health Complex,22.538814300000002,90.3463322,4.1,13,"['hospital', 'health', 'point_of_interest', 'establishment']",সাহেবগঞ্জ রোড,ChIJxeR6gc_LqjARGPgxH9q6EjQ,"G8QW+GG Bakergonj, Bangladesh",7MJGG8QW+GG
414,Louhajang Upazila Health Complex,23.478642800000003,90.3422982,3.7,17,"['hospital', 'health', 'point_of_interest', 'establishment']","MNJ50, Lowhogonj",ChIJ9yndDNajVTcRsQLqq_R-rm8,"F8HR+FW Louhajang, Bangladesh",7MMGF8HR+FW
416,Haluaghat Upazila Health Complex,25.1183767,90.33866640000001,3.2,27,"['hospital', 'health', 'point_of_interest', 'establishment']",Haluaghat,ChIJiX3LbrW5VzcRP0scD1oD0FU,"489Q+9F Haluaghat, Bangladesh",7MQG489Q+9F
418,Zajira Health Complex,23.3296476,90.322388,3.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Zajira Upazila,ChIJUzTtvB4LVTcRcBRJTSze4QM,"88HC+VX Zajira, Bangladesh",7MMG88HC+VX
421,Dhankhali Union Health Complex,22.034585600000003,90.319663,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalapara Upazila,ChIJfw-SkpfyqjARIPfCI-sU1qU,"28M9+RV Chalitabunia, Bangladesh",7MJG28M9+RV
422,"Upazila Health Complex, Phulpur",24.9750789,90.3183792,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Phulpur Upazila,ChIJqSPPY5K1VzcRlSe2j-rxz2w,"X8G9+29 Palashkanda Sarker Bari, Bangladesh",7MPGX8G9+29
424,Upazila Health Complex,23.550319899999998,90.2896477,4.3,8,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreenagar,ChIJTQUTlxKYVTcR3Zpv13hm1CE,"H72Q+4V Sreenagar, Bangladesh",7MMGH72Q+4V
425,Upazila health Complex,22.760555800000002,90.2877152,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Swarupkathi - Barisal Road, Madhabpasha",ChIJqYX54sxJVTcR4El-oOtiHos,"Q76Q+63 Madhabpasha, Bangladesh",7MJGQ76Q+63
427,Upazila Health Complex in Fulbaria,24.627003600000002,90.28357559999999,4.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']",ময়মনসিংহ,ChIJqeCNl8k4VjcR3KBthmlAUFg,"J7GM+RC Fulbaria, Bangladesh",7MPGJ7GM+RC
431,Muktagacha Upazila Health Complex,24.7616698,90.270377,4.2,15,"['hospital', 'health', 'point_of_interest', 'establishment']","Mymensingh - Tangail Highway, Muktagacha",ChIJeQHjtFI2VjcRtCcoe-qctBU,"Q76C+M5 Muktagacha, Bangladesh",7MPGQ76C+M5
432,"Union Health Complex, Charkaua",22.8687553,90.26752009999998,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bhanga-Barisal Highway, Aicha",ChIJeUxJD05HVTcRjDvM6QnqURA,"V799+G2 Barta, Bangladesh",7MJGV799+G2
433,Nalchiti Upazila Health Complex,22.6354473,90.2657251,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Nalchity Upazila,ChIJW0ixbdlKVTcRb3rPRs1m-D4,"J7P8+57 Nalchhiti, Bangladesh",7MJGJ7P8+57
435,Wazirpur Upazila Health Complex,22.8272516,90.2515592,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Wazirpur Upazila,ChIJ3exPAUJHVTcRVqbEBbSrniE,"R7G2+WJ Wazirpur, Bangladesh",7MJGR7G2+WJ
437,"Upazilla Health Complex, Amtali",22.1304818,90.2309006,4.4,19,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhaka-Kuakata Road, Amtali",ChIJF3hszuSTqjARCin2limLJwQ,"46JJ+59 Amtali, Bangladesh",7MJG46JJ+59
438,Upazila Health Complex Dhamrai,23.913516199999997,90.2275441,4.3,57,"['hospital', 'health', 'point_of_interest', 'establishment']","Islampur, Islampur Dhamrai Bypass Road, Dhamrai",ChIJ2f1Nn9PoVTcRoRF9vohnF6I,"W67H+C2 Dhamrai, Bangladesh",7MMGW67H+C2
439,Upzilla Health Complex,22.7840963,90.2265327,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Swarupkathi - Barisal Road,ChIJk5V8-cpIVTcROD8h2qQDcWY,"Q6MG+JJ Changaria, Bangladesh",7MJGQ6MG+JJ
440,Kalkini Upozilla Health Complex/ Kalkini Hospital,23.074820300000003,90.2264036,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Kalkini-vurghata, road",ChIJ2Si2R19rVTcRbDddkh1qADs,"36FG+WH Kalkini, Bangladesh",7MMG36FG+WH
441,Gournadi Upozila Health Complex,22.962017000000003,90.225275,3.5,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Asukathi,ChIJe06_dodBVTcR2dZDmDZP1CY,"X66G+R4 Asukathi, Bangladesh",7MJGX66G+R4
443,Kalapara Upazila Health Complex,21.9874973,90.2183345,4.4,27,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhaka-Kuakata Road, Kalapara",ChIJY8CpNpuOqjARMEe0yzgLcCY,"X6P9+X8 Kalapara, Bangladesh",7MHGX6P9+X8
444,Mirzaganj Upazila Hospital Complex,22.359816,90.216861,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Mirzaganj",ChIJETM0Bd27qjARYeH0oej7h90,"9658+WP Mirzaganj, Bangladesh",7MJG9658+WP
446,Kalkini Upazila Health Complex,23.0747929,90.21028890000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhuraghata local bus stand,ChIJZzANPl9pVTcRFY_jXT1r1m0,"36F6+W4 Vurghata, Bangladesh",7MMG36F6+W4
449,Gava Ramchandrapur UHC,22.750495800000003,90.2028085,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Gave, Ramchandrapur Road",ChIJkzykBIRPVTcR3DTjl1WKmuc,"Q623+54 Atghar Kuriana Union, Bangladesh",7MJGQ623+54
451,Nayabil union Health Complex,25.1516107,90.2013927,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nalitabari - Hatipagar Highway,ChIJ_xiskHfFVzcRR5WSzyMe-W0,"5622+JH Nayabil, Bangladesh",7MQG5622+JH
452,Mithaganj Union Health Complex,21.933596899999998,90.1987455,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Tegasia Kheya Ghat, Mithaganj",ChIJK6JUvEGJqjARo-rCETSi2NU,"W5MX+CF Mithaganj, Bangladesh",7MHGW5MX+CF
453,Beron Baria Health Complex,22.5502938,90.192486,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nalchity Upazila,ChIJsbMnb7azqjARfOY5MtQjv8Q,"H52R+4X Mathbari, Bangladesh",7MJGH52R+4X
454,Nalitabari Upozila Health Complex,25.093241,90.1892513,4.6,13,"['hospital', 'health', 'point_of_interest', 'establishment']","Tinani Bazar - Nalitabari Road, Nalitabari",ChIJ24C80n_PVzcRx0xPrVKyHIY,"35VQ+7P Nalitabari, Bangladesh",7MQG35VQ+7P
455,Nakla Upazila Health Complex,24.9670008,90.18328340000001,4.4,11,"['hospital', 'health', 'point_of_interest', 'establishment']","নকলা উপজেলা, Nakla Hospital",ChIJsxHQyLPNVzcR2Hl9eSrlZpU,"X58M+R8 Nakla, Bangladesh",7MPGX58M+R8
456,Upazila Health Complex,22.967261899999997,90.1828053,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Agailjhara Upazila,ChIJzcpoL8JDVTcRcRiHvzT_5ow,"X58M+W4 Agailjhara, Bangladesh",7MJGX58M+W4
457,Chalitabunia Health Complex,22.269827600000003,90.18276970000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Subidkhali Road,ChIJEx4ONwm9qjARObhb-7L9ywQ,"759M+W4 Sultanabad, Bangladesh",7MJG759M+W4
458,Agailjhara Upazila Health Complex,22.963217,90.1825317,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Agailjhara,ChIJc8HHiPlCVTcRNbF6a19VTfQ,"X57M+72 Goila, Bangladesh",7MJGX57M+72
459,Union Health Complex,24.8733348,90.172864,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Jamalpur Sadar Upazila,ChIJoQU64DQzVjcRqi1z8TLfBV4,"V5FF+84 Piyarpur, Bangladesh",7MPGV5FF+84
460,"Upazila Health Complex, Sakhipur",24.316467899999996,90.170626,4.4,17,"['hospital', 'health', 'point_of_interest', 'establishment']","সখিপুর, Mirzapur - Shakhipur Road",ChIJqQ4NTsIPVjcREzbpc8IHVPs,"858C+H7 Sakhipur, Bangladesh",7MPG858C+H7
461,Shibchar Upazila Health Complex,23.3432495,90.1704775,3.7,12,"['hospital', 'health', 'point_of_interest', 'establishment']","shamollir mor, Shibchar",ChIJodKWVKJ3VTcR_g7sUt16nUY,"85VC+75 Shibchar, Bangladesh",7MMG85VC+75
463,"Upazila Health complex, Nawabganj",23.6565076,90.1646343,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Nawabganj Upazila, R820",ChIJSbi5khmRVTcR4bxUCBXk1KE,"M547+JV Nawabganj, Bangladesh",7MMGM547+JV
464,"Health Complex, Chachua Bazar",24.7721059,90.1627965,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Z4101,ChIJY6xuP88xVjcRLMpp37-VYnk,"Q5C7+R4 Chachua, Bangladesh",7MPGQ5C7+R4
465,Union Health Complex,23.016313500000003,90.1617739,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Rajiher,ChIJYwxMAxFoVTcRHmDi5PrcQGY,"2586+GP Rajiher, Bangladesh",7MMG2586+GP
466,Banaripara Upazila Health Complex,22.7797727,90.1607572,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Machhrang, Banaripara Union",ChIJTftDLkVPVTcR8-2gj3-Zkss,"Q5H6+W8 Banaripara Union, Bangladesh",7MJGQ5H6+W8
467,Betagi Health Complex,22.4136259,90.15985,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Betagi,ChIJ757tZrq6qjARnmmioM81OGA,"C575+FW Betagi, Bangladesh",7MJGC575+FW
468,Upazila Health Complex,23.653123,90.15183940000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Khandaker Hati, Kalacopa, Nawabganj",ChIJRVE8xWeRVTcR7U4psrKVFGs,"M532+6P Nawabganj, Bangladesh",7MMGM532+6P
472,Union Health Complex,22.2280408,90.13778509999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",বরিশাল সুবিদখালী সড়ক,ChIJtbXNSg6YqjARVXQQ5kbSDto,"64HQ+64 Bara Gaurichanna, Bangladesh",7MJG64HQ+64
473,Rajapur Upazila Health Complex,22.570028699999998,90.1334449,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Rajapur Upazila, Z8702",ChIJE94OkW2tqjARmpXKa6RSEf8,"H4CM+29 Rajapur, Bangladesh",7MJGH4CM+29
474,Union Health Complex,25.161313399999997,90.1327667,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","নন্নী বাজার, নালিতাবাড়ী, শেরপুর-২১১১, Z4603",ChIJ9RQ5Wj7bVzcReuFO5gnKsds,"546M+G4 নন্নী বাজার, Bangladesh",7MQG546M+G4
475,"Upazila Health Complex, Rajapur, Jhalakathi",22.5688733,90.1326647,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Monohorpur Road,ChIJFaZgBp-tqjARbOtEnlp7KF4,"H49M+G3 Rajapur, Bangladesh",7MJGH49M+G3
476,Singair Upazila Health Complex,23.813601600000002,90.1305619,4.3,33,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Singair",ChIJRyxe1F_yVTcRLcKhr-VbVyM,"R47J+C6 Singair, Bangladesh",7MMGR47J+C6
481,Dohar Upazilla Health Complex,23.6155357,90.1225296,3.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Dohar",ChIJW5cLFrKPVTcRZ80bEu3Ayec,"J48F+62 Dohar, Bangladesh",7MMGJ48F+62
486,Swarupkati Upazila Health Complex,22.7468315,90.1036349,4.4,7,"['hospital', 'health', 'point_of_interest', 'establishment']",Swarupkathi,ChIJPbmyPg5RVTcR-z5xmG2HdaE,"P4W3+PF Swarupkathi, Bangladesh",7MJGP4W3+PF
487,Harata union health complex,22.8581005,90.10171070000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Wazirpur Upazila,ChIJiZohS01aVTcRfewaTnAOqW0,"V452+6M Jamirbari, Bangladesh",7MJGV452+6M
488,Jamsha Health Complex,23.7296796,90.1012923,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",South Jamsha Bazar Road,ChIJHySYvO-MVTcRvump1msjfsQ,"P4H2+VG Jamsha, Bangladesh",7MMGP4H2+VG
490,Taltoli Upozila Health Complex,21.988404199999998,90.0890178,4.5,4,"['hospital', 'health', 'point_of_interest', 'establishment']","তালতলি উপজেলা, taltoli comfort diaghonist centre",ChIJLVc2z2-EqjARnS9JiW0kZsA,"X3QQ+9J Taltali, Bangladesh",7MHGX3QQ+9J
493,Gouripur union health complex,22.4673397,90.08597420000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhandaria Upazila,ChIJbeaZQhyvqjARN10dhiZoCpw,"F38P+W9 Gouripur, Bangladesh",7MJGF38P+W9
494,Paikkhali Health Complex,22.4673044,90.08597320000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gouripur,ChIJvQX2BCWvqjARPBIQvSnGWhg,"F38P+W9 Gouripur, Bangladesh",7MJGF38P+W9
496,Ishibpur union health complex,23.228197100000003,90.0828063,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ishibpur Road,ChIJS4DtREV7VTcRmOve0K6gbMQ,"63HM+74 Ishibpur, Bangladesh",7MMG63HM+74
497,Union Health Complex,25.1163683,90.0807559,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","R460, Bongaon",ChIJKZuWlBjaVzcRRbOKsncngOc,"438J+G8 Bongaon, Bangladesh",7MQG438J+G8
498,Amua UHC,22.3519512,90.0802946,3.7,13,"['hospital', 'health', 'point_of_interest', 'establishment']","Kanthalia, Upazila",ChIJI5q9XhmkqjARQq546LYJEwc,"932J+Q4 Amua, Bangladesh",7MJG932J+Q4
499,Kathalia Upazila Health Complex,22.3520173,90.08022120000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kathalia Upazila,ChIJbev_WxmkqjAR9rgY2yNgEpw,"932J+R3 Amua, Bangladesh",7MJG932J+R3
500,Shikaripara Union Government Hospital,23.693206,90.0772946,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Hagradi.Nowabgonj,, Hagradi Shikaripara Road",ChIJ1ZSb3nSMVTcR-UXezy4jZqU,"M3VG+7W Daudpur, Bangladesh",7MMGM3VG+7W
501,Ramna Health Complex,22.2684532,90.0764445,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Bamna Upazila,ChIJ1--LLSeiqjARcy977jCH9eM,"739G+9H Balaibania, Bangladesh",7MJG739G+9H
502,Bohontali Health Complex,24.138290100000003,90.07571209999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJowClLn_9VTcRkFojuoxcVyw,"43QG+87 Tarafpur, Bangladesh",7MPG43QG+87
505,Jhenaigati Upazila Health Complex,25.182427800000003,90.06644370000001,3.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Sherpur - Jhenaigati Road, Jhenaigati",ChIJl8ND8lHZVzcRLUHUT24lpTk,"53J8+XH Jhenaigati, Bangladesh",7MQG53J8+XH
506,Kaukhali Upazila Health Complex,22.6203254,90.0624261,4,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Chirapara,ChIJPbchLrNUVTcRanJA2Y3fNZM,"J3C6+4X Chirapara, Bangladesh",7MJGJ3C6+4X
507,Bhandaria Upazila Health Complex,22.4897195,90.05890129999999,4.4,15,"['hospital', 'health', 'point_of_interest', 'establishment']","Barisal-Pirojpur Road, Bhandaria",ChIJa2Uy2zypqjARJUxI7JcbT8I,"F3Q5+VH Bhandaria, Bangladesh",7MJGF3Q5+VH
508,Union Health Complex,24.514083199999998,90.0564652,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonkhula,ChIJhTtQZl0fVjcRLKB1T_dSmOI,"G374+JH Sonkhula, Bangladesh",7MPGG374+JH
509,Bukabunia Health complex,22.318515100000003,90.0538963,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJabEq9TOhqjARFmgWb-bfYPg,"8393+CH Bukabunia, Bangladesh",7MJG8393+CH
511,Rajoir Health complex,23.2088409,90.0482472,4.5,8,"['hospital', 'health', 'point_of_interest', 'establishment']",Rajoir,ChIJ67-LkMR8VTcRk-B3I-9HiVo,"625X+G7 Rajoir, Bangladesh",7MMG625X+G7
512,"Upazila Health Complex,Kaukhali,Pirojpur",22.6079392,90.0466559,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaukhali Upazila,ChIJXcpZ8l2rqjARvPv29WlwvIM,"J25W+5M Chirapara, Bangladesh",7MJGJ25W+5M
513,Ghoshail Health Complex,23.6754326,90.04524079999999,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Nawabganj Upazila,ChIJ0cjtwdCLVTcRv5k5Rdv4nT8,"M2GW+53 Ghoshail, Bangladesh",7MMGM2GW+53
515,Upzila Health Complex,23.9638585,90.0357713,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Manikganj-Saturia Road,ChIJediVWeP5VTcRpEbUWRH26UA,"X27P+G8 Saturia, Bangladesh",7MMGX27P+G8
516,Saturia Upazila Health Complex,23.968753,90.03552049999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nayadingi - Saturia Road,ChIJs_R9uun5VTcReHHxIMSRUis,"X29P+G6 Saturia, Bangladesh",7MMGX29P+G6
518,health Complex,24.3093443,90.03025629999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Rampur,ChIJ5yfrnecCVjcRWvUr98akRRg,"825J+P4 Rampur, Bangladesh",7MPG825J+P4
519,Sadarpur Upazila Health Complex,23.471282199999997,90.02769509999999,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Sadarpur,ChIJf1WYCc6AVTcRWqvxiFv3Zn8,not found,not found
