,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
520,"Upazila Health Complex, Madhupur",24.6084259,90.025665,4.9,10,"['hospital', 'health', 'point_of_interest', 'establishment']","Joydevpur - Tangail - Jamalpur Highway, Madhupur",ChIJsSKLnc8gVjcR9QtFeuQEP0A,"J25G+97 Madhupur, Bangladesh",7MPGJ25G+97
521,Mirzapur Upazila Health Complex,24.146499,90.0202292,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhaka - Tangail Highway,ChIJxwiFG3UAVjcRAnCHpMsIOtc,"42WC+H3 Jamurki, Bangladesh",7MPG42WC+H3
522,Zaman health Complex,25.0219638,90.01577040000001,4.2,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Sherpur,ChIJlf6fkBXWVzcR3KEaONX80hM,"22C8+Q8 Sherpur, Bangladesh",7MQG22C8+Q8
523,Union Health Complex,24.2657965,90.01165859999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Basail Upazila,ChIJ8VqiTeEDVjcR8dIHHWU60E0,"7286+8M Moytha, Bangladesh",7MPG7286+8M
524,Horgoj health complex,23.9524522,90.01112009999999,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJjfm8yPf3VTcRTWDhZXRWHEY,"X226+XC Horgoj, Bangladesh",7MMGX226+XC
525,Kotalipara Upazila Health Complex,22.9863772,90.00462399999999,3.2,17,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Kotalipara",ChIJrUNT1fBfVTcRluxlfbWhvak,"X2P3+HR Kotalipara, Bangladesh",7MJGX2P3+HR
526,"Upazila Heath Complex, Charbhadrasan",23.5640224,90.0028999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Charbhadrasan",ChIJb2neB_mHVTcRJBgZhNoUsuA,"H273+J5 Charbhadrasan, Bangladesh",7MMGH273+J5
527,Upozila Health complex Char Bhadrason উপজেলা স্বাস্থ্য কমপ্লেক্স চর ভদ্রাসন,23.5633943,90.0011155,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Charbhadrasan,ChIJeXmjQ2uHVTcR36onSQgZN1Y,"H272+9C Charbhadrasan, Bangladesh",7MMGH272+9C
530,Charbhadrasan Upazila Health Complex,23.563364,90.0004371,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Charbhadrasan,ChIJt8usYfiHVTcRvXp-wf_MwV4,not found,not found
531,Kalihati Health Complex,24.3897342,89.9905238,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalihati,ChIJm16z2TH2_TkRuWOrWXYrYQU,"9XQR+V6 Kalihati, Bangladesh",7MPF9XQR+V6
533,Gohala Union Health Complex,23.2528353,89.9880964,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bazar - High School Road, Gohala",ChIJtwinYDrW_zkR9Hn0rNgBlJg,"7X3Q+46 Gohala, Bangladesh",7MMF7X3Q+46
535,50 Bed Up health Complex,23.3825636,89.98148990000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhanga Upazila,ChIJv5aqQMEr_jkRcyj5vkMfxwQ,"9XMJ+2H Bhanga, Bangladesh",7MMF9XMJ+2H
536,Bhanga Upazila Health Complex,23.3828968,89.98144309999999,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJrcxYQEMr_jkR_V1B5tihGTI,"9XMJ+5H Bhanga, Bangladesh",7MMF9XMJ+5H
538,Harirampur Upazila Health Complex,23.7431528,89.975605,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Harirampur,ChIJVf_FIjkg_jkRxh2b95gFE_U,"PXVG+76 Harirampur, Bangladesh",7MMFPXVG+76
540,Dighulia Union Health Complex,24.009331399999997,89.9742552,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dighulia Union Health Complex,ChIJ__9rTVoC_jkRrCffip8bKNI,"2X5F+PP Delua, Bangladesh",7MPF2X5F+PP
542,Ghatail Upazila Health Complex,24.484399399999997,89.9735545,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ghatail Upazila,ChIJKws1GZD1_TkRRPIh8UF6nhY,"FXMF+QC Ghatail, Bangladesh",7MPFFXMF+QC
543,"Upazila Health complex, Nazirpur",22.7086728,89.9681079,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Nazirpur, Nazirpur Sadar Union",ChIJjZoy6wH__zkRUJQ_ni7wN_4,"PX59+F6 Nazirpur Sadar Union, Bangladesh",7MJFPX59+F6
544,Delduar Upazila Health Complex,24.1645885,89.9678325,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Tangail - Delduar Road,ChIJQZ_1_-T__TkRl7MNjGjsRVE,"5X79+R4 Delduar, Bangladesh",7MPF5X79+R4
545,Patharghata Upazila Health Complex,22.0329157,89.9660343,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Patharghata,ChIJvzk0tTN4ADoRq9h7D1tETeo,not found,not found
546,Powjan Health Complex,24.327291600000002,89.9653593,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bolla - Elenga Road, Powjan",ChIJ4aqOZCz4_TkRi4199I8SGY0,"8XG8+W4 Powjan, Bangladesh",7MPF8XG8+W4
547,Nachnapara Health Complex,22.160224300000003,89.962028,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Patharghata - Mathbaria - Charkhali Road,ChIJA7a4WjN0ADoRnPO9SVqBMK4,"5X66+3R Nali Chak, Bangladesh",7MJF5X66+3R
549,Boraid Union Health Complex,23.9941113,89.95702759999999,4,4,"['hospital', 'health', 'point_of_interest', 'establishment']","দেলুয়া-পাতিলাপাড়া সড়ক, Patilapara, Saturia",ChIJaUgpFAQD_jkRC-HREJrz8zw,"XXV4+JR Delua, Bangladesh",7MMFXXV4+JR
550,Upazila Sodor Hospital,24.689770199999998,89.95453990000001,4.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhanbari,ChIJEXz7x_KI_TkRm8dbUw3wYew,"MXQ3+WR Dhanbari, Bangladesh",7MPFMXQ3+WR
551,Dhanbari Upazila Health Complex,24.6897831,89.9540537,4.3,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Joydevpur - Tangail - Jamalpur Highway, Dhanbari",ChIJV4Vz9u2I_TkRw5fEFgUY9zo,"MXQ3+WJ Dhanbari, Bangladesh",7MPFMXQ3+WJ
552,Mathbaria Upazila Health Complex,22.2857151,89.9536329,4.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Mathbaria,ChIJ27uq_gcLADoRYNHjkQENnPQ,"7XP3+7F Mathbaria, Bangladesh",7MJF7XP3+7F
553,Hoglabunia Bazar Union health Complex,22.781563199999997,89.93994359999999,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Nazirpur Upazila, Hoglabunia,Tarabunia,Nazirpur,Pirojpur,Bangladesh",ChIJ09UTEJT8_zkRpyEjSqQwWns,"QWJQ+JX Hoglabunia, Bangladesh",7MJFQWJQ+JX
554,Gopalpur Upazila Health Complex,24.549889899999997,89.92717809999999,4.6,13,"['hospital', 'health', 'point_of_interest', 'establishment']",Gopalpur,ChIJuatBWWCL_TkRbhWTJb8T2YA,"GWXG+XV Gopalpur, Bangladesh",7MPFGWXG+XV
556,Union Health Complex,23.5265479,89.90583000000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nagarkanda Upazila,ChIJybDy7B8v_jkRBRLgP7O6tWI,"GWG4+J8 Baragram, Bangladesh",7MMFGWG4+J8
557,Mushuddi Health Complex,24.672477800000003,89.8984677,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Musuddi,ChIJNXx8nxyP_TkR89Lh-EEoqIA,"MVCX+X9 Musuddi, Bangladesh",7MPFMVCX+X9
558,Nagarkanda Upazila Health Complex,23.420866,89.8942243,3.3,18,"['hospital', 'health', 'point_of_interest', 'establishment']","Nagarkanda Road, Nagarkanda",ChIJ15gWD_ss_jkRTejLML5TUXg,"CVCV+8M Nagarkanda, Bangladesh",7MMFCVCV+8M
559,Upazilla health complex kachua,22.654393,89.88989529999999,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kachua,ChIJjzFqmff4_zkRwirze7TvDoY,"MV3Q+QX Kachua, Bangladesh",7MJFMV3Q+QX
560,"Upazila Health Complex, Tungipara",22.8939923,89.88974509999998,3.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Tungipara Upazila,ChIJzcVDfS3k_zkRyI_0TwTlMFo,"VVVQ+HV Patgati, Bangladesh",7MJFVVVQ+HV
561,Gopalpur union health complex,22.631448100000004,89.88691329999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gopalpur,ChIJvRL2aOD5_zkR_zVo63gSvQ0,"JVJP+HQ Kachua, Bangladesh",7MJFJVJP+HQ
562,Sahabatpur Union Health Complex,24.0861044,89.87766440000001,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Shabatpur Bazar, Bazaar Road",ChIJ9QR4wU8G_jkR1OoTyRqPxq4,"3VPH+C3 Sahabatpur, Bangladesh",7MPF3VPH+C3
563,Ghior Upazila Health Complex,23.8909139,89.87711390000001,3.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Ghior,ChIJS7LSpkUa_jkRwRJ59QeTw-o,"VVRG+9R Ghior, Bangladesh",7MMFVVRG+9R
565,Bhuapur Upazila Health Complex,24.4629235,89.87469320000001,4.5,8,"['hospital', 'health', 'point_of_interest', 'establishment']","R480, Bhuapur",ChIJtRkqkUTy_TkR7Pd3ajmXawk,"FV7F+5V Bhuapur, Bangladesh",7MPFFV7F+5V
566,Nagarpur Upazilla Health Complex,24.0505453,89.8740417,4,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Nagarpur,ChIJd7NuzVcH_jkR0iP1mtE2nnE,"3V2F+6J Nagarpur, Bangladesh",7MPF3V2F+6J
567,Chitalmari Health complex,22.7955659,89.87269599999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chitalmari Upazila,ChIJ0y2w_7X7_zkROqm9LBoqM8I,"QVWF+63 Chitalmari Union, Bangladesh",7MJFQVWF+63
568,Muksudpur Upazila Health Complex,23.3194117,89.8724368,4.2,34,"['hospital', 'health', 'point_of_interest', 'establishment']",Muksudpur,ChIJZQrWrkPS_zkReHpu5MSy11g,"8V9C+QX Muksudpur, Bangladesh",7MMF8V9C+QX
569,Bakshiganj Upazila Health Complex,25.177569199999997,89.8706343,4.4,9,"['hospital', 'health', 'point_of_interest', 'establishment']",Bakshiganj Upazila,ChIJ5_fbNt1l_TkRLH52OdH-kEg,"5VHC+27 Bakshiganj, Bangladesh",7MQF5VHC+27
570,Bakshiganj Upazila Health Complex,25.1774863,89.8705187,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Rajendraganj,ChIJufFyu_Zl_TkRk-lOJlabL14,"5VGC+X6 Bakshiganj, Bangladesh",7MQF5VGC+X6
572,Shewail Health Complex,24.0249585,89.8692203,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']","নাগরপুর উপজেলা, Vill+P.O - Shewail, Thana- Nagarpur, District",ChIJDS0VtrUF_jkR7xF5CCHIPsk,"2VF9+XM Nagarpur, Bangladesh",7MPF2VF9+XM
573,Alowa Union Health Complex,24.442086,89.866957,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Alowa Village Road, Alowa",ChIJO5y_nRfy_TkRWuqsgQtMwmI,"CVR8+RQ Alowa, Bangladesh",7MPFCVR8+RQ
575,"Sharankhola Upazila Health Complex, Bagerhat",22.3128846,89.8499333,4.6,11,"['hospital', 'health', 'point_of_interest', 'establishment']",Sharankhola,ChIJiZ5XhgoSADoRIt0GuxUwsKc,"8R7X+5X Sharankhola, Bangladesh",7MJF8R7X+5X
576,Bhadra Union Health Complex,23.997936399999997,89.84511850000001,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Beside The School Play Ground, R506, Tengripara",ChIJicBiM4IP_jkRMY64kZqE_So,"XRXW+52 Tengripara, Bangladesh",7MMFXRXW+52
577,Union Health Complex,23.8707097,89.8413989,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Ghior Upazila,ChIJ-zXlU6UQ_jkRgsmSwPnkuhE,"VRCR+7H Baratia, Bangladesh",7MMFVRCR+7H
578,"Upazilla Health Complex , Melandaha, Dhaka Division, Bangladesh",24.982186399999996,89.835955,4.7,7,"['hospital', 'health', 'point_of_interest', 'establishment']",Melandaha,ChIJcSgepUZ3_TkRS5Qokov-QIo,"XRJP+V9 Melandaha, Bangladesh",7MPFXRJP+V9
579,"Upazila Health Complex, Sarishabari, Jamalpur",24.7552498,89.8358522,5,8,"['hospital', 'health', 'point_of_interest', 'establishment']",Sarishabari,ChIJn_gxG9ya_TkRX5OnU3Blids,"QR4P+38 Sarishabari, Bangladesh",7MPFQR4P+38
580,"Upazila Health Complex, Daulatpur, Manikganj",23.9664277,89.82922009999999,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Barangail - Ghior - Daulatpur - Tangail Road,ChIJr4gsvTUP_jkRFc5OTHKRwIM,"XR8H+HM Ambaria, Bangladesh",7MMFXR8H+HM
581,Melandah Health Complex,24.9860973,89.8278225,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Melandaha,ChIJ-_BppUZ3_TkR-e8seIS0HXQ,"XRPH+C4 Melandaha, Bangladesh",7MPFXRPH+C4
583,Shibalaya Upazila Health Complex,23.8461945,89.8214775,4,20,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhaka-Aricha Highway,ChIJuWHHXiUX_jkRpAEmGxu3KjA,"RRWC+FH Shivalaya, Bangladesh",7MMFRRWC+FH
584,Union Health Complex Tebaria,24.040777,89.816556,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Salimabad-Nagarpur Road,ChIJFZDRzGcP_jkRyWFeqhqfEPk,"2RR8+8J Char Ghunipara, Bangladesh",7MPF2RR8+8J
585,Upazila Health Complex,23.475944100000003,89.81332359999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","সালথা উপজেলা, Baila Bazar",ChIJjcIdyioy_jkRHVU687Qgk7Y,"FRG7+98 Habeli Gatti, Bangladesh",7MMFFRG7+98
586,Union Health Complex Tebaria Bazar,24.0445271,89.8126588,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nagarpur Upazila,ChIJnR7G3V4P_jkRtrsulerGBlU,"2RV7+R3 Char Ghunipara, Bangladesh",7MPF2RV7+R3
588,Momin Khar Hat Health Complex,23.6843719,89.8083864,2.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Momin Khar Hat, Faridpur",ChIJ0bJa9WM8_jkRFQ51H9Xqezw,"MRM5+P9 Baludhum, Bangladesh",7MMFMRM5+P9
589,Islampur Upazila Health Complex,25.077846899999997,89.799385,4.2,13,"['hospital', 'health', 'point_of_interest', 'establishment']","Melendah Rd, ইসলামপুর",ChIJK-yu5ehx_TkRC9bbHojXpN8,"3QHX+4Q Malmara, Bangladesh",7MQF3QHX+4Q
590,Char chataria Health complex,24.7735212,89.79276479999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sarishabari,ChIJHzuh2Meb_TkRSQa51yVt68g,"QQFV+C4 Sidhli, Bangladesh",7MPFQQFV+C4
591,Upazila Health Complex,25.4443694,89.7909808,4.7,6,"['hospital', 'health', 'point_of_interest', 'establishment']","হাসপাতাল রোড, Char Rajibpur",ChIJQe7cOcFF_TkRs4MEkTmIHJk,"CQVR+P9 Char Rajibpur, Bangladesh",7MQFCQVR+P9
592,Char Rajibpur Upazila Health Complex,25.444515600000003,89.7903338,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Char Rajibpur,ChIJEWNlP8FF_TkRgRIAXN9is30,not found,not found
593,Union Health Complex Bishnupur,22.731497,89.78999499999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Mulgor Road,ChIJMzX_ISTx_zkRvu-AcH6sYlc,"PQJQ+HX Baruipara, Bangladesh",7MJFPQJQ+HX
596,Char Rajibpur health Complex,25.4316381,89.7849264,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Char Rajibpur Upazila,ChIJM8dUKi1F_TkRrInbJn6mYhE,"CQJM+MX Dangdhara, Bangladesh",7MQFCQJM+MX
600,"Union Health Complex ,Vanderkhola",22.6554516,89.7661526,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Mollahat Upazila, vandarkhola bazar",ChIJV1VVVcX1_zkRCQBqr0yc23Y,"MQ48+5F Bagerhat, Bangladesh",7MJFMQ48+5F
601,Dewanganj Upazila Health Complex,25.1617691,89.7588987,4.3,7,"['hospital', 'health', 'point_of_interest', 'establishment']",Dewanganj,ChIJ5WkVAT9s_TkRzcrGM2qQemc,"5Q65+PH Dewanganj, Bangladesh",7MQF5Q65+PH
603,Shahriar Health Complex,24.994746300000003,89.7531461,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Baniabari,ChIJDfz9bW91_TkRxWQ9AVm1JL0,"XQV3+V7 Mahmudpur Bazar Area, Bangladesh",7MPFXQV3+V7
604,Union Health Complex,22.7213487,89.749437,not found,not found,"['premise', 'hospital', 'health', 'point_of_interest', 'establishment']",Jatharapur,ChIJp8iJLo_z_zkRyfBwYukulrk,not found,not found
605,Goalanda Upazila Health Complex,23.723910999999998,89.7469229,4.9,7,"['hospital', 'health', 'point_of_interest', 'establishment']",Goalanda,ChIJBU6xhVA-_jkRX-mTtziDr5w,"PPFW+HQ Goalanda, Bangladesh",7MMFPPFW+HQ
606,Berubari Health Complex,25.9546578,89.731538,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Nageshwari Upazila,ChIJqwQC8C6_4jkRcwVR9I_O6z8,"XP3J+VJ Berubari, Bangladesh",7MQFXP3J+VJ
607,Kashiani Upazila Health Complex,23.2365898,89.7189196,4,24,"['hospital', 'health', 'point_of_interest', 'establishment']",Kasiani,ChIJ7wzBfDXI_zkRp6wtB3euJdY,"6PP9+JH Kasiani, Bangladesh",7MMF6PP9+JH
608,Madarganj Upazila Health Complex,24.8940909,89.7171718,4.1,15,"['hospital', 'health', 'point_of_interest', 'establishment']",Madarganj Upazila,ChIJ3fR8seef_TkRZvlbRvOcCIo,"VPV8+JV Madarganj, Bangladesh",7MPFVPV8+JV
609,"Upazila Health Complex, Alfadanga Faridpur.",23.2946288,89.70717579999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","বোয়ালমারী উপজেলা, উপজেলা স্বাস্থ্য কমপ্লেক্স, আলফাডাঙ্গা ফরিদপুর।",ChIJJ0-bc3zL_zkR7m74_rKauic,"7PV4+VV Alfadanga, Bangladesh",7MMF7PV4+VV
610,Upazila Health Complex,23.2946698,89.70639270000001,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Alfadanga,ChIJa5EwRwTK_zkRsh9pIs39sYc,"7PV4+VH Alfadanga, Bangladesh",7MMF7PV4+VH
611,Madarganj Upazila Maternal and Child Health Complex,24.887142100000002,89.7058079,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Madarganj Upazila,ChIJZULdN6Sf_TkRX1my0MHEy-c,"VPP4+V8 Gabargram, Bangladesh",7MPFVPP4+V8
612,Fakirhat Upazila Health Complex,22.7778765,89.7012069,3.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Fakirhat Upazila,ChIJzxoer3zz_zkREQTDsgqwujI,"QPH2+5F Fakirhat, Bangladesh",7MJFQPH2+5F
613,Belkuchi Upazila Health Complex,24.2948402,89.6960159,4.5,19,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']","Sirajganj - Enayetpur Road, Belkuchi",ChIJdWTCY3zd_TkRd5aSeSg7jL4,"7MVW+WC Belkuchi, Bangladesh",7MPF7MVW+WC
614,Upazila Health Complex,25.964764300000002,89.68926809999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Nageshwari,ChIJ73bVmrzA4jkRfYa5gq3ri00,"XM7Q+WP Nageshwari, Bangladesh",7MQFXM7Q+WP
617,Boalmari Upazila Health Complex,23.3893543,89.68483909999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Boalmari,ChIJ46Fjk7ZK_jkR2FdTAFycAnI,"9MQM+PW Boalmari, Bangladesh",7MMF9MQM+PW
619,Terokhada Upazila Health Complex,22.928258,89.672511,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Terokhada,ChIJpxdju5KU_zkRbpnL_XxxJlM,not found,not found
620,Bhurungamari upazilla health complex,26.119429800000002,89.66525490000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Hospital Road,ChIJQ5XtCZnr4jkRu9AnT4ZIFjo,"4M98+Q4 Bhurungamari, Bangladesh",7MRF4M98+Q4
622,Bhurungamari Upazila Health Complex,26.1194151,89.66453709999999,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhuruingamari Upazila,ChIJAVU4i8Dr4jkRDVan0J6BdWQ,"4M97+QR Bhurungamari, Bangladesh",7MRF4M97+QR
623,Union Health Complex Joymonirhat,26.0867673,89.6636396,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhuruingamari Upazila,ChIJA5Us4Kvr4jkRPUv61iWCFo0,"3MP7+PF Joymonirhat, Bangladesh",7MRF3MP7+PF
624,"Upazila Health Complex, Chilmari.",25.5815975,89.6601634,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Chilmari,ChIJY6MqWjI0_TkRWfAM79u1SL0,"HMJ6+J3 Chilmari, Bangladesh",7MQFHMJ6+J3
625,Upazilla Health Complex,24.3931712,89.6534029,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kamarkhanda Upazila,ChIJ_____6_D_TkRiT4KH2U1oYg,"9MV3+79 Joyen Bor Dhul, Bangladesh",7MPF9MV3+79
626,"Upazila Health Complex, Rampal",22.5880113,89.6497272,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Rampal,ChIJpchNx-4gADoRYSZknxB50-I,not found,not found
627,Upazila Health complex,23.18378,89.6479627,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Laxmipasha, Lohagara",ChIJq6qqbdy5_zkR0d7Y_qaECuI,"5JMX+G5 Lohagara, Bangladesh",7MMF5JMX+G5
629,Upazila Health Complex,24.362664600000002,89.6442177,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Kamarkhanda Upazila,ChIJdVcW-K7D_TkROHL7ZYejMMs,"9J7V+3M Jamtoil, Bangladesh",7MPF9J7V+3M
630,"Upazila Health Complex (Beripatal) Kazipur, Sirajganj.",24.637399,89.644021,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Kazipur Upazila,ChIJgxjgDzu9_TkRpde7YdK0Gew,"JJPV+XJ Kazipur, Bangladesh",7MPFJJPV+XJ
631,"Upazila Health Complex, Kazipur",24.6453932,89.642715,4.5,15,"['hospital', 'health', 'point_of_interest', 'establishment']","Kazipur Road, Sirajganj",ChIJ2_GRDz68_TkRJX27u7G6q9s,"JJWV+53 Kazipur, Bangladesh",7MPFJJWV+53
632,"Upojila Health Complex,Rupsha,Khulna",22.797964,89.64126529999999,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Fakirhat - Khulna Bypass Road,ChIJ0_Dqhu2N_zkRZMmbjbUGNsU,"QJXR+5G Alaipur, Bangladesh",7MJFQJXR+5G
633,Kazdia Health Complex,22.7977974,89.64110529999999,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Rupsha Upazila,ChIJwcvuhe2N_zkRQnL1pfKhl7w,"QJXR+4C Alaipur, Bangladesh",7MJFQJXR+4C
634,Shalnogor Union Health Complex,23.2786546,89.6365603,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Lohagara Upazila,ChIJfZgKsaW2_zkRXFQlgajYaas,"7JHP+FJ Egaranali, Bangladesh",7MMF7JHP+FJ
635,"Upazila Health Complex, Kalia, Narail, Bangladesh",23.0405371,89.6358003,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalia Hospital Road,ChIJWeoMhre__zkR5qC5YcO0jVc,"2JRP+68 Kalia, Bangladesh",7MMF2JRP+68
636,Birshuvogaccha Health complex,24.6544767,89.6345796,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kazipur,ChIJHfUUdk29_TkRizFLs71y714,"MJ3M+QR Kazipur, Bangladesh",7MPFMJ3M+QR
