Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID
A B M Gulam Mustafa health institute,23.6052957,90.988966,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Comilla - Sylhet Highway,ChIJ2-wYOl1vVDcReArdViILf5M
"Mamoni General Hospital Debidwe,comilla",23.605197,90.9890022,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Comilla - Sylhet Highway,ChIJT9QlkYlvVDcREIKV5kJjAl4
Micropath&Hospital,23.6444895,90.9271367,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Muradnagar Upazila,ChIJcQaaSPlpVDcRPUi2Mu00AA8
হান্নান কবিরাজ Hannan kobiraj,23.6631033,90.9209448,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Poschim Para Road, Karimpur",ChIJKUE0b2RpVDcREgyXfh-I6vo
দারোরা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যান হসপাতাল,23.6121648,90.9062437,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Muradnagar Upazila,ChIJQ-SXgBlpVDcRBZSaFR-aNE8
প্রলয় মেডিকেল হল,23.6111223,90.9066245,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Darora,ChIJGYLSWKdpVDcRUKBD-4UGmzg
Kamalla Union Health Clinic,23.6908896,90.9153845,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Kamalla Bazar Road,ChIJJYMEYW1qVDcRWTD-OKudCt0
জাহাঙ্গীর সুপার মার্কেট হাসপাতাল,23.6067718,90.8950032,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJ04LpWx5DVDcRIC-JtoCEOsQ
মুন মডেল ফার্মাসী,23.6358343,90.8750318,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Bakhrabad Bazar,ChIJjW_u1g5DVDcRXwl2A3OX_H4
Ma-moni Medicine Cornar,23.6356339,90.874852,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bakhrabad Bazar,ChIJ-w2Q1RZDVDcRJp9Sxwh8jyQ
Paharpur Health Complex,23.5537887,90.906643,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Muradnagar Upazila, Paharpur, Muradnager, Comilla, Chittagong",ChIJ45mTFfZnVDcRiKaF8c_Q0Ys
Sarker Digital Diagnostic And Treatment Center,23.5700654,90.8692805,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chhaliakandi,ChIJpZWPWdpdVDcR3huylbex2MA
poribar porikolpona,23.5713502,90.8693979,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Eliotganj - Muradnagar Road, Chhaliakandi",ChIJmY4ZJdVCVDcRgqToeLtFN7I
কাজিয়াতল কমিউনিটি ক্লিনিক,23.5953026,90.8928832,4.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Muradnagar Upazila,ChIJa8RtZQhDVDcR_APgmABTGnc
খুরুইল কমিউনিটি ক্লিনিক,23.5756832,90.9292372,2,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Krisnapur, Madhiya - Rajamehar Road, Noakhala",ChIJI3btQTtpVDcRKao9jRbry6M
Siddeshwari Government Hospital,23.5893419,90.9257175,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Debidwar-Gazariya Rd, Siddheshwari",ChIJLajdGkZoVDcRaNX7ySYYrok
Siddheshwari Govt. Hospital,23.5891056,90.9263207,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Siddheshwari",ChIJVQG0UQppVDcRuPq0urADB1E
Al Shams Pharmacy,23.7144034,90.8836484,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Ramchandrapur Road, Ramchandrapur",ChIJ9xjdKx1BVDcRmaj9yWs1uws
"স্বাস্থ্য উপ-কেন্দ্র, রামচন্দ্রপুর",23.7161836,90.8797728,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bus Station, Ramchandrapur Road, Ramchandrapur",ChIJ5U93TYdBVDcRm600P1asuOE
Al shams Pharmacy,23.7167834,90.8793061,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Titash - Ramchandrpur Road, Ramchandrapur",ChIJMUkNKgpBVDcRruEKxk2hspU
Jonercor ঝুনার চর ইমরান হোসেন টিপু,23.733131,90.85679,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Osman Road, Jonercor",ChIJhxyY7fNBVDcRJ_IHEy1NbPU
মাতৃসদন ঔষধালয়,23.6854245,90.8762934,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Panchkitta Bazar,ChIJh-L78ShBVDcRTV-2bDdakCM
Nayamat Medical Hall,23.7256112,90.8478959,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ramkrishnapur,ChIJq8_krcJAVDcRzhuBVE2jKkg
Loak Shevok Homeo Hall,23.7251244,90.8468357,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","rice area, Ramkrishnapur",ChIJywuRaWBBVDcRwiQ-5lhjLds
রিয়াব ডিজিটাল হাসপাতাল,23.6910937,90.8543999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Islamia Super Market Complex, Bot toli bazar",ChIJgycwNghBVDcR-uL512D4gEg
Riab digital hospital,23.6910234,90.8544619,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Homna Upazila,ChIJf6pKBYVBVDcR-uxmtIQQ5nk
চারন্দের ইউনিয়ন স্বাস্থ্য কেন্দ্র,23.6907493,90.854121,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","চারন্দের, বটতলী বাজার, হোমনা",ChIJ7QnIFyNBVDcRwkChAn5wKfE
জনকল্যান ফার্মেসি,23.6942767,90.9171,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kamalla Bazar Road,ChIJ226HR71rVDcRe844CtDOuF8
kurakhal এতিমখানা,23.7256069,90.9296768,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Kurakhal High School Road, Kurakhal",ChIJmcmJCO5qVDcRwHxM_ngRoaw
চন্দনাইল মডেল কমিউনিটি ক্লিনিক,23.7583735,90.9064542,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Ramchandrapur - Shalfa - Chandanail Road,ChIJVy4Y7CVrVDcR6go8VILxROg
Rupasdi Hoglakandi Community Clinic,23.7563632,90.8532057,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Salimabad Rupasdi Road,, Rupasdi",ChIJnSnEH0JBVDcRcIXGQykfQDw
ঘারমোড়া ইউনিয়ন স্বাস্থ ও পরিবার কল্যান কেন্দ্র,23.6774076,90.8495542,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Monipur, Dhaka",ChIJwxqYX4lBVDcRlvoJjqrXyZA
Mahabur Rahoman Memorial Hospital And Nursing Inestitute,23.7696554,90.8632314,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Rupasdi - Maddopara Road, Rupasdi",ChIJjeqou9c_VDcR6EBQT6-52K8
দৌলতপুর কমিউনিটি ক্লিনিক,23.7288601,90.8236487,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","দৌলতপুর ঈদগাহ রোড, Doulotpur",ChIJNaWL5olHVDcR4aGyVpd05d0
ঢাকা ডেন্টাল,23.7128182,90.9438468,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Muradnagar Upazila,ChIJFdRb_BdrVDcRHaZypv1ochI
ডাঃমোঃজাহাঙ্গাীর আলম সরকার,23.5716748,90.9409364,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Dakshin Gunaighar",ChIJNTC7FSBpVDcRLBkhhesjQDU
